Leniency;Linearity;Similarity;NMesoPatterns;NSpatialPatterns;Symmetry;Inner Similarity;Fitness;Score
0.458978554787305;0.7333333333333334;0.8901098901098901;0.3333333333333333;0.125;0.3333333333333333;0.4967428555084643;0.9683756768036368;1.0
0.461473721745425;0.4;0.8571428571428571;0.3333333333333333;0.125;0.3333333333333333;0.39550810940652;0.9577979451341665;1.0
0.5153098050871312;0.55;0.4835164835164836;0.16666666666666666;0.3333333333333333;0.2222222222222222;0.6924518198219571;0.7422896107985861;1.0
0.46939254916987994;0.631578947368421;0.5714285714285714;0.3333333333333333;0.2916666666666667;0.15384615384615385;0.5042021038514063;0.8280814695430462;1.0
0.955024915764011;0.6666666666666667;0.8791208791208791;0.3333333333333333;0.125;0.25;0.385976705790766;0.9744428672401846;1.0
0.927196532716757;0.9375;0.8351648351648352;0.16666666666666666;0.16666666666666666;0.2222222222222222;0.38627154291390714;0.9664906285742372;1.0
0.4536606914940544;0.2777777777777778;0.6483516483516484;0.3333333333333333;0.25;0.18181818181818182;0.5510943507790157;0.848882844827586;1.0
0.26253011264362136;0.9333333333333333;0.8241758241758241;0.3333333333333333;0.125;0.2857142857142857;0.4784617941378297;0.9506278181305363;1.0
0.5639466553765676;0.8636363636363636;0.5164835164835165;0.16666666666666666;0.4166666666666667;0.125;0.6761144818447103;0.7939589484500172;1.0
0.4253543967193574;0.9230769230769231;0.5714285714285714;0.16666666666666666;0.041666666666666664;0.0;0.31786051035125;0.8059796488163624;1.0
0.5901131062142838;0.8;0.4945054945054945;0.0;0.3333333333333333;0.3333333333333333;0.6636674638098473;0.7626012879145732;1.0
0.9368511538707509;0.9375;0.7362637362637363;0.16666666666666666;0.16666666666666666;0.3333333333333333;0.5809174758325205;0.9077729438174221;1.0
0.7513522130791734;0.6875;0.7252747252747253;0.3333333333333333;0.16666666666666666;0.3333333333333333;0.593963034898877;0.9248870911624838;1.0
0.6221290292194657;0.6666666666666667;0.8901098901098901;0.3333333333333333;0.125;0.4;0.4048177456506868;0.9849731148820249;1.0
0.7323833437128089;0.7142857142857143;0.8901098901098901;0.3333333333333333;0.08333333333333333;0.4;0.49272214115586316;0.9852402779782176;1.0
0.5726831108966313;0.8260869565217391;0.5714285714285714;0.16666666666666666;0.4583333333333333;0.25;0.70497386243862;0.799850627407076;1.0
