Leniency;Linearity;Similarity;NMesoPatterns;NSpatialPatterns;Symmetry;Inner Similarity;Fitness;Score
0.5620133093556661;0.47058823529411764;0.5494505494505495;0.16666666666666666;0.20833333333333334;0.2857142857142857;0.5223052683737729;0.78466237465177;1.0
0.5799659654067602;0.55;0.7802197802197802;0.6666666666666666;0.3333333333333333;0.0;0.48349460439316344;0.9134476463542064;1.0
0.7884363388601958;0.9285714285714286;0.8241758241758241;0.3333333333333333;0.08333333333333333;0.7272727272727273;0.623393781582374;0.9841762639546414;1.0
0.521886002458402;0.9090909090909091;0.5384615384615384;0.16666666666666666;0.4166666666666667;0.13333333333333333;0.6499318332729435;0.8383937066412113;1.0
0.6215075150363281;0.631578947368421;0.7802197802197802;0.6666666666666666;0.2916666666666667;0.18181818181818182;0.7831288148238568;0.9237314237199583;1.0
0.6935358866016625;0.8;0.8241758241758241;0.3333333333333333;0.125;0.4444444444444444;0.386299322786565;0.97523812846111;1.0
0.5182897421749456;0.6666666666666667;0.7472527472527473;0.6666666666666666;0.375;0.0;0.6526253568201458;0.8966035659919759;1.0
0.5737058008280045;0.5714285714285714;0.7692307692307693;0.6666666666666666;0.375;0.18181818181818182;0.6498443003339937;0.9122133552115987;1.0
0.5717325223801191;0.6666666666666667;0.4725274725274725;0.6666666666666666;0.375;0.15384615384615385;0.520589795423882;0.79402107480642;1.0
0.5947069427695919;0.7619047619047619;0.4835164835164836;0.16666666666666666;0.375;0.18181818181818182;0.6553757065427974;0.8040912216375576;1.0
0.8133488462804785;0.3529411764705882;0.7692307692307693;0.3333333333333333;0.20833333333333334;0.2;0.5624842872483892;0.9283991856690816;1.0
0.7881534746594118;0.5;0.7582417582417582;0.8333333333333334;0.25;0.18181818181818182;0.7495376493220741;0.9116650292487684;1.0
0.6884025686759803;0.8666666666666667;0.7142857142857143;0.16666666666666666;0.125;0.2222222222222222;0.38565179130834465;0.9195522748207778;1.0
0.7612403114636739;0.7857142857142857;0.9010989010989011;0.16666666666666666;0.08333333333333333;0.8;0.6037907650313022;0.9836192663381602;1.0
0.6649227340845798;0.2777777777777778;0.7582417582417582;0.6666666666666666;0.25;0.0;0.5537339464322076;0.9108360028708324;1.0
0.5901034151030521;0.6818181818181819;0.5494505494505495;0.3333333333333333;0.4166666666666667;0.25;0.7265597344465636;0.8071178814350399;1.0
0.6301488046220753;0.6111111111111112;0.5824175824175825;0.16666666666666666;0.25;0.18181818181818182;0.7051600286246394;0.8133128612479472;1.0
0.8092347645688085;0.1875;0.8791208791208791;0.3333333333333333;0.16666666666666666;0.0;0.42547366144296345;0.9631675555237769;1.0
0.6683278426319194;0.7058823529411764;0.6813186813186813;0.8333333333333334;0.20833333333333334;0.26666666666666666;0.6953575572862497;0.899287341369686;1.0
0.6142768001751062;0.6666666666666667;0.7802197802197802;0.6666666666666666;0.375;0.16666666666666666;0.43399776159415665;0.9203443937409892;1.0
0.5355642147120654;0.9090909090909091;0.4725274725274725;0.6666666666666666;0.4166666666666667;0.1111111111111111;0.6407711633211544;0.7936212269721306;1.0
0.6095833024071108;0.6111111111111112;0.8021978021978022;0.6666666666666666;0.25;0.0;0.4625799193104851;0.9444379038449235;1.0
0.7452991066108375;0.75;0.7802197802197802;0.3333333333333333;0.16666666666666666;0.25;0.3896149790729771;0.9614906186835501;1.0
0.6747827543784318;0.8421052631578947;0.6813186813186813;0.16666666666666666;0.2916666666666667;0.0;0.5570286345617342;0.8910992231405904;1.0
0.6218991485755216;0.8148148148148149;0.5384615384615384;0.3333333333333333;0.625;0.25;0.6871395673826973;0.8141520820307223;1.0
0.5538288210642618;0.9333333333333333;0.46153846153846156;0.16666666666666666;0.125;0.2;0.6172417487369996;0.784428169715909;1.0
0.6142859843360203;0.782608695652174;0.46153846153846156;0.5;0.4583333333333333;0.2857142857142857;0.5334762433555933;0.797005491370102;1.0
