Leniency;Linearity;Similarity;NMesoPatterns;NSpatialPatterns;Symmetry;Inner Similarity;Fitness;Score
0.7214835560538211;0.13636363636363635;0.7912087912087912;0.3333333333333333;0.25;0.0;0.8522651524193711;0.8940164912059902;1.0
0.8897590345287898;0.2727272727272727;0.8791208791208791;0.16666666666666666;0.25;0.0;0.751757501701102;0.9274095347738438;1.0
0.6618948997089978;0.6956521739130435;0.7032967032967034;0.16666666666666666;0.2916666666666667;0.0;0.9282864807139938;0.8846379457398472;1.0
0.6686160468757337;0.6956521739130435;0.6703296703296703;0.16666666666666666;0.2916666666666667;0.2;0.8924343213463738;0.8553700407580043;1.0
0.5643903286346573;0.8;0.4945054945054945;0.0;0.375;0.11764705882352941;0.8140131128446413;0.7518900022561392;1.0
0.6668593094233459;0.44999999999999996;0.8901098901098901;0.16666666666666666;0.16666666666666666;0.0;0.6590404182398875;0.943844350152662;1.0
0.5773770854558573;0.40909090909090906;0.5274725274725275;0.3333333333333333;0.25;0.2222222222222222;0.8675465081543042;0.8064862237453296;1.0
0.6129517112907201;0.9444444444444444;0.7032967032967034;0.16666666666666666;0.08333333333333333;0.0;0.8676947013541314;0.912373058857636;1.0
0.7632417815981385;0.40909090909090906;0.8351648351648352;0.5;0.25;0.0;0.9351815513116272;0.9176850389252245;1.0
0.9446428579943521;0.6818181818181819;0.8351648351648352;0.16666666666666666;0.25;0.2857142857142857;0.8717840522687617;0.9413468002818752;1.0
0.7319626763334985;0.6666666666666667;0.8681318681318682;0.3333333333333333;0.20833333333333334;0.0;0.6883889614158344;0.9191893255547336;1.0
0.5597841240990777;0.8571428571428572;0.46153846153846156;0.16666666666666666;0.20833333333333334;0.13333333333333333;0.8121677189286816;0.7671855655305359;1.0
0.5766995791724472;0.2727272727272727;0.5384615384615384;0.3333333333333333;0.25;0.2;0.8499948001931328;0.8008925387634643;1.0
0.5936320506827619;0.5652173913043479;0.6373626373626373;0.3333333333333333;0.2916666666666667;0.2;0.8889721503671589;0.8124500512340369;1.0
0.7546230902224892;0.35;0.9010989010989011;0.16666666666666666;0.16666666666666666;0.0;0.7112511602533863;0.9272565483001901;1.0
0.7748184235879603;0.04347826086956519;0.8351648351648352;0.3333333333333333;0.2916666666666667;0.25;0.7177375045917812;0.8987281049935766;1.0
0.6567912228661148;0.4285714285714286;0.7142857142857143;0.3333333333333333;0.20833333333333334;0.0;0.884404171258448;0.8683102088841733;1.0
0.6407233021134187;0.5;0.8681318681318682;0.16666666666666666;0.16666666666666666;0.3333333333333333;0.711943820215246;0.94742148506051;1.0
0.6949157183982241;0.88;0.6483516483516484;0.16666666666666666;0.375;0.16666666666666666;0.8740327582643818;0.8597638753989125;1.0
0.6363211771756137;0.44999999999999996;0.8681318681318682;0.16666666666666666;0.16666666666666666;0.0;0.6835292566256322;0.9308375730703192;1.0
0.6672464045328717;0.8571428571428572;0.8571428571428571;0.16666666666666666;0.20833333333333334;0.0;0.6977676225130699;0.9542310294394156;1.0
0.5877371096264188;0.8571428571428572;0.5054945054945055;0.3333333333333333;0.5;0.25;0.6426934084561543;0.7874970647908206;1.0
0.657923995816456;0.6818181818181819;0.8681318681318682;0.16666666666666666;0.25;0.0;0.7489186118179719;0.9169527858605666;1.0
0.6822613679051421;0.65;0.8241758241758241;0.3333333333333333;0.16666666666666666;0.0;0.8929295916663449;0.9076398143452372;1.0
0.8887931030115177;0.8;0.8901098901098901;0.16666666666666666;0.16666666666666666;0.0;0.7432320812932053;0.9358589295526868;1.0
0.7856542271276126;0.6956521739130435;0.8351648351648352;0.3333333333333333;0.2916666666666667;0.0;0.7593837501278813;0.8988195555656865;1.0
0.7331385281769123;0.8421052631578947;0.8681318681318682;0.16666666666666666;0.125;0.0;0.7432320812932053;0.9629338232743488;1.0
0.8407407373465874;0.6818181818181819;0.7692307692307693;0.3333333333333333;0.25;0.0;0.8472868007526339;0.8806979521138956;1.0
0.6817005342641833;0.9411764705882353;0.978021978021978;0.16666666666666666;0.041666666666666664;0.0;0.5683624108481748;0.9783888869750939;1.0
0.5902213260257378;0.23809523809523814;0.5494505494505495;0.3333333333333333;0.20833333333333334;0.25;0.8826451316848566;0.8172082257998416;1.0
0.6738838326650594;0.6842105263157895;0.8571428571428571;0.16666666666666666;0.125;0.0;0.7422733598116901;0.9447495374254427;1.0
0.6926461873623508;0.9411764705882353;0.7912087912087912;0.16666666666666666;0.041666666666666664;0.0;0.7503241397407825;0.9497477121285677;1.0
0.8150568152862516;0.8888888888888888;0.8791208791208791;0.16666666666666666;0.08333333333333333;0.0;0.8082272611266657;0.9841054222845591;1.0
0.5913307402098841;0.962962962962963;0.4285714285714286;0.16666666666666666;0.4583333333333333;0.2222222222222222;0.7629887703703399;0.7660179089292818;1.0
0.8331325164167889;0.55;0.8351648351648352;0.3333333333333333;0.16666666666666666;0.0;0.9115253875080646;0.917330935721953;1.0
0.9428571438150747;0.45833333333333337;0.8791208791208791;0.16666666666666666;0.3333333333333333;0.2857142857142857;0.8349904432729045;0.9082035920154226;1.0
0.7072220957308395;0.8181818181818181;0.8571428571428571;0.16666666666666666;0.25;0.0;0.7957652399362373;0.9379582994551771;1.0
0.6110044949501212;0.2692307692307693;0.5384615384615384;0.16666666666666666;0.4166666666666667;0.5;0.8733577902112435;0.8088952397300342;1.0
0.6726866108728127;0.44999999999999996;0.6263736263736264;0.3333333333333333;0.16666666666666666;0.0;0.8618030621020916;0.8465843454768509;1.0
0.839687498435378;0.19999999999999996;0.7692307692307693;0.3333333333333333;0.16666666666666666;0.0;0.8726372929581002;0.8756838175830368;1.0
0.7313332575049014;0.65;0.8571428571428571;0.16666666666666666;0.16666666666666666;0.3333333333333333;0.7385606273598313;0.9626289437480949;1.0
0.6473037278657626;0.5;0.8681318681318682;0.16666666666666666;0.16666666666666666;0.0;0.7112511602533863;0.9367153290085715;1.0
