Lenency;Linearity;Similarity;NMesoPatterns;NSpatialPatterns;Symmetry;Inner Similarity;Fitness;Score
0.49458167591160185;0.8421052631578947;0.5714285714285714;0.16666666666666666;0.2916666666666667;0.23529411764705882;1.0;0.8438935854226387;1.0
0.311308585247987;0.9285714285714286;0.6923076923076923;0.16666666666666666;0.08333333333333333;0.42857142857142855;0.8875704000724379;0.9679405457440404;1.0
0.5186326192513081;0.9333333333333333;0.4945054945054945;0.16666666666666666;0.125;0.2;1.0;0.890706597881889;1.0
0.48946648818175253;0.7407407407407407;0.5384615384615384;0.0;0.625;0.5263157894736842;1.0;0.7597370664103654;1.0
0.5356817552730293;0.9444444444444444;0.5384615384615384;0.16666666666666666;0.25;0.0;1.0;0.8657926578741921;1.0
0.5325037829049264;0.736842105263158;0.4835164835164836;0.3333333333333333;0.2916666666666667;0.0;1.0;0.8048490184320519;1.0
0.48664391600611245;0.9333333333333333;0.7032967032967034;0.16666666666666666;0.125;0.5714285714285714;1.0;0.9420882284441751;1.0
0.5053893743998445;0.9230769230769231;0.4945054945054945;0.16666666666666666;0.041666666666666664;1.0;1.0;0.8987541825846876;1.0
0.509576395127705;0.8333333333333334;0.46153846153846156;0.3333333333333333;0.25;0.6666666666666666;1.0;0.7747792795411331;1.0
0.5005189165794439;0.9285714285714286;0.4835164835164836;0.16666666666666666;0.08333333333333333;0.36363636363636365;1.0;0.8924965521064387;1.0
0.47761927566202805;0.7647058823529411;0.5054945054945055;0.16666666666666666;0.20833333333333334;0.13333333333333333;1.0;0.7992034865100389;1.0
0.48840443307644577;0.8260869565217391;0.5054945054945055;0.16666666666666666;0.4583333333333333;0.14285714285714285;1.0;0.7973454825423641;1.0
0.5616387591956591;0.9230769230769231;0.6483516483516484;0.16666666666666666;0.041666666666666664;0.2857142857142857;1.0;0.9151561881676984;1.0
0.4943010449478031;0.9230769230769231;0.8351648351648352;0.16666666666666666;0.041666666666666664;0.4;1.0;0.9908204816015376;1.0
0.5473713659079705;0.7142857142857143;0.6703296703296703;0.16666666666666666;0.08333333333333333;0.5714285714285714;1.0;0.8892075982056815;1.0
0.48846062309230404;0.7647058823529411;0.5934065934065934;0.3333333333333333;0.20833333333333334;0.0;1.0;0.8246788439216319;1.0
0.541943599557531;0.9230769230769231;0.29670329670329676;0.16666666666666666;0.041666666666666664;1.0;0.9279525416597965;0.874053429472937;1.0
0.4505494525553761;0.9230769230769231;0.4945054945054945;0.16666666666666666;0.041666666666666664;0.7692307692307693;1.0;0.9187938903400483;1.0
0.5124844647684572;0.7894736842105263;0.4945054945054945;0.16666666666666666;0.2916666666666667;0.15384615384615385;1.0;0.795714792243466;1.0
0.5148066210671055;0.6666666666666667;0.4835164835164836;0.3333333333333333;0.125;0.4;1.0;0.7592239450843015;1.0
0.5064328801641365;0.9230769230769231;0.6263736263736264;0.16666666666666666;0.041666666666666664;0.75;1.0;0.9276312153084818;1.0
0.35597893671347675;0.9230769230769231;0.8351648351648352;0.16666666666666666;0.041666666666666664;0.4;0.9277203402122515;0.9733036998753262;1.0
0.4975719233445663;0.9230769230769231;0.7252747252747253;0.16666666666666666;0.041666666666666664;0.3333333333333333;1.0;0.9475923575263472;1.0
0.5013339241936405;0.9230769230769231;0.4945054945054945;0.16666666666666666;0.041666666666666664;0.6666666666666666;1.0;0.8982410593471377;1.0
NaN;0.9230769230769231;0.8901098901098901;0.16666666666666666;0.041666666666666664;0.0;0.9488578634266576;0.9828419350591387;1.0
0.5369247076771244;0.9230769230769231;0.29670329670329676;0.16666666666666666;0.041666666666666664;0.2857142857142857;0.9409739621328748;0.8613443843764141;1.0
0.5049456628043621;0.9230769230769231;0.4945054945054945;0.16666666666666666;0.041666666666666664;0.25;1.0;0.9058643667926676;1.0
